Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-201681,"TCF dependent signaling in response to WNT",2,216,0.01487398429968324,0.9505783602018687,0.9505783602018687,6,71,0.0052882466855355284,9606,Homo sapiens,"PSMD8;SFRP1","","R-HSA-3772441;R-HSA-1504193;R-HSA-4641260;R-HSA-3640874;R-HSA-1458875;R-HSA-4641256"
R-HSA-194138,"Signaling by VEGF",1,137,0.009433962264150943,0.9509169038576878,0.9509169038576878,4,86,0.006405481900789513,9606,Homo sapiens,"TGFB1I1","","R-HSA-5218811;R-HSA-5218809;R-HSA-5218839;R-HSA-5218822"
R-HSA-5688426,"Deubiquitination",3,288,0.01983197906624432,0.9519398282184953,0.9519398282184953,8,77,0.005735140771637122,9606,Homo sapiens,"PSMD8;TGFB1;HCFC1","","R-HSA-5690790;R-HSA-5690759;R-HSA-5689539;R-HSA-5690785;R-HSA-5689630;R-HSA-5665854;R-HSA-5665871;R-HSA-2179291"
R-HSA-6809371,"Formation of the cornified envelope",1,138,0.009502823302575403,0.9519900840326019,0.9519900840326019,2,27,0.0020110233874571725,9606,Homo sapiens,"AGRN","","R-HSA-8849638;R-HSA-8849646"
R-HSA-5576891,"Cardiac conduction",1,138,0.009502823302575403,0.9519900840326019,0.9519900840326019,1,27,0.0020110233874571725,9606,Homo sapiens,"FGF13","","R-HSA-5576895"
R-HSA-69306,"DNA Replication",1,142,0.00977826745627324,0.9560539087685374,0.9560539087685374,3,47,0.0035006703411291523,9606,Homo sapiens,"PSMD8","","R-HSA-68948;R-HSA-68825;R-HSA-69016"
R-HSA-202403,"TCR signaling",1,147,0.010122572648395538,0.9606547907761351,0.9606547907761351,1,52,0.0038730820795471474,9606,Homo sapiens,"PSMD8","","R-HSA-5607724"
R-HSA-162909,"Host Interactions of HIV factors",1,150,0.010329155763668916,0.9631814396183797,0.9631814396183797,2,54,0.004022046774914345,9606,Homo sapiens,"PSMD8","","R-HSA-180603;R-HSA-180573"
R-HSA-69206,"G1/S Transition",1,150,0.010329155763668916,0.9631814396183797,0.9631814396183797,1,61,0.004543423208699538,9606,Homo sapiens,"PSMD8","","R-HSA-187574"
R-HSA-9709957,"Sensory Perception",9,681,0.04689436716705688,0.9640802479086492,0.9640802479086492,10,107,0.007969611202145092,9606,Homo sapiens,"APOM;GPC1;APOC3;APOA1;APOE;APOB;AGRN;HSPG2;GPC6","","R-HSA-2395764;R-HSA-2187332;R-HSA-2404131;R-HSA-2404140;R-HSA-2424254;R-HSA-2395768;R-HSA-2395784;R-HSA-2423785;R-HSA-2429643;R-HSA-5246478"
R-HSA-69481,"G2/M Checkpoints",1,154,0.010604599917366755,0.9663004551830733,0.9663004551830733,1,24,0.0017875763444063757,9606,Homo sapiens,"PSMD8","","R-HSA-8852354"
R-HSA-428157,"Sphingolipid metabolism",1,158,0.010880044071064592,0.9691560093750351,0.9691560093750351,7,64,0.004766870251750335,9606,Homo sapiens,"COL4A3BP","","R-HSA-429732;R-HSA-429698;R-HSA-429730;R-HSA-429714;R-HSA-429699;R-HSA-429683;R-HSA-429694"
R-HSA-9707564,"Cytoprotection by HMOX1",1,158,0.010880044071064592,0.9691560093750351,0.9691560093750351,1,37,0.0027558468642931624,9606,Homo sapiens,"PSMD8","","R-HSA-8932355"
R-HSA-9012999,"RHO GTPase cycle",5,452,0.031125189367855667,0.970588242499437,0.970588242499437,16,89,0.00662892894384031,9606,Homo sapiens,"LMAN1;PLXND1;CPD;ARHGDIA;PLXNA1","","R-HSA-9714481;R-HSA-9013004;R-HSA-9012835;R-HSA-9014467;R-HSA-9018754;R-HSA-9714361;R-HSA-9013158;R-HSA-9014456;R-HSA-9693250;R-HSA-9013147;R-HSA-9714691;R-HSA-9696266;R-HSA-9014293;R-HSA-9696271;R-HSA-9013108;R-HSA-9696268"
R-HSA-8856828,"Clathrin-mediated endocytosis",1,161,0.01108662718633797,0.9711381988508779,0.9711381988508779,16,35,0.0026068821689259644,9606,Homo sapiens,"APOB","","R-HSA-8868071;R-HSA-8868230;R-HSA-8863471;R-HSA-8867756;R-HSA-8868236;R-HSA-8868651;R-HSA-8867754;R-HSA-8868072;R-HSA-8868648;R-HSA-8868661;R-HSA-8868660;R-HSA-8868659;R-HSA-8868658;R-HSA-8869438;R-HSA-8871194;R-HSA-8871193"
R-HSA-1257604,"PIP3 activates AKT signaling",3,319,0.02196667125740256,0.9712663307499587,0.9712663307499587,2,86,0.006405481900789513,9606,Homo sapiens,"PSMD8;HGF;FGF2","","R-HSA-2316434;R-HSA-8850992"
R-HSA-9013148,"CDC42 GTPase cycle",1,163,0.011224349263186889,0.97238858518122,0.97238858518122,1,6,4.4689408610159393E-4,9606,Homo sapiens,"ARHGDIA","","R-HSA-9013158"
R-HSA-3858494,"Beta-catenin independent WNT signaling",1,166,0.011430932378460268,0.9741636307777943,0.9741636307777943,1,51,0.0037985997318635482,9606,Homo sapiens,"PSMD8","","R-HSA-4608855"
R-HSA-446652,"Interleukin-1 family signaling",1,167,0.011499793416884726,0.9747296601378651,0.9747296601378651,1,80,0.005958587814687919,9606,Homo sapiens,"PSMD8","","R-HSA-209061"
R-HSA-9609507,"Protein localization",1,170,0.011706376532158105,0.9763546436942905,0.9763546436942905,1,53,0.003947564427230746,9606,Homo sapiens,"PITRM1","","R-HSA-8986181"
R-HSA-6807070,"PTEN Regulation",1,171,0.011775237570582565,0.9768728146083181,0.9768728146083181,1,56,0.004171011470281543,9606,Homo sapiens,"PSMD8","","R-HSA-8850992"
R-HSA-453279,"Mitotic G1 phase and G1/S transition",1,173,0.011912959647431482,0.9778754417455442,0.9778754417455442,1,99,0.0073737524206763,9606,Homo sapiens,"PSMD8","","R-HSA-187574"
R-HSA-2871837,"FCERI mediated NF-kB activation",1,175,0.012050681724280402,0.9788347329951486,0.9788347329951486,1,19,0.0014151646059883808,9606,Homo sapiens,"PSMD8","","R-HSA-5607724"
R-HSA-373076,"Class A/1 (Rhodopsin-like receptors)",4,412,0.02837074783087729,0.9803500631074011,0.9803500631074011,5,158,0.01176821093400864,9606,Homo sapiens,"CXCL12;ANXA1;PRG4;F2","","R-HSA-389463;R-HSA-374214;R-HSA-6797630;R-HSA-444476;R-HSA-391913"
R-HSA-69242,"S Phase",1,180,0.012394986916402699,0.9810554250025905,0.9810554250025905,4,54,0.004022046774914345,9606,Homo sapiens,"PSMD8","","R-HSA-75825;R-HSA-187574;R-HSA-68948;R-HSA-69016"
R-HSA-5619115,"Disorders of transmembrane transporters",2,277,0.019074507643575263,0.9842746800055784,0.9842746800055784,2,87,0.006479964248473112,9606,Homo sapiens,"PSMD8;APOA1","","R-HSA-5682111;R-HSA-8866858"
R-HSA-983705,"Signaling by the B Cell Receptor (BCR)",1,189,0.013014736262222834,0.984483542829749,0.984483542829749,1,44,0.0032772232980783555,9606,Homo sapiens,"PSMD8","","R-HSA-1168640"
R-HSA-2262752,"Cellular responses to stress",10,811,0.05584630216223661,0.9847325157117576,0.9847325157117576,19,289,0.021525398480560107,9606,Homo sapiens,"PSMD8;PRDX2;HSPA5;COL4A6;SERPINH1;APOA1;IGFBP7;APOB;PRDX6","","R-HSA-5251955;R-HSA-5251959;R-HSA-3343700;R-HSA-3797202;R-HSA-8932355;R-HSA-5082369;R-HSA-3341343;R-HSA-3371518;R-HSA-3371554;R-HSA-4793819;R-HSA-3797196;R-HSA-9707586;R-HSA-5251942;R-HSA-3371467;R-HSA-5252041;R-HSA-5082356;R-HSA-1234159;R-HSA-5082384;R-HSA-5252079"
R-HSA-9013149,"RAC1 GTPase cycle",1,191,0.013152458339071754,0.985157050186693,0.985157050186693,1,6,4.4689408610159393E-4,9606,Homo sapiens,"ARHGDIA","","R-HSA-9013147"
R-HSA-212436,"Generic Transcription Pathway",23,1555,0.10707891475003443,0.9858181391447065,0.9858181391447065,34,824,0.06137345449128557,9606,Homo sapiens,"TGFB1;IGFBP3;SERPINE1;THBS1;CTGF;CTSL1;PSMD8;COL1A1;LGALS3;PRDX2;BMP2;CTSL;CTSK;ITGA5;APOE","","R-HSA-8869575;R-HSA-8938121;R-HSA-6800035;R-HSA-8938382;R-HSA-8951695;R-HSA-9008832;R-HSA-6800044;R-HSA-8938371;R-HSA-6800042;R-HSA-8952408;R-HSA-8869590;R-HSA-8939801;R-HSA-9007707;R-HSA-9008475;R-HSA-8985627;R-HSA-8936989;R-HSA-8951966;R-HSA-1989766;R-HSA-8957265;R-HSA-8939667;R-HSA-9009362;R-HSA-8936979;R-HSA-8938389;R-HSA-8937814;R-HSA-8939670;R-HSA-8878117;R-HSA-8985644;R-HSA-9008110;R-HSA-8936995;R-HSA-3341343;R-HSA-8937016;R-HSA-8938108;R-HSA-8937022;R-HSA-2106586"
R-HSA-2467813,"Separation of Sister Chromatids",1,195,0.013427902492769591,0.9864178834469001,0.9864178834469001,1,8,5.958587814687919E-4,9606,Homo sapiens,"PSMD8","","R-HSA-174202"
R-HSA-1643685,"Disease",38,2360,0.16251205068172428,0.9870567502706469,0.9870567502706469,121,1591,0.118501415164606,9606,Homo sapiens,"SPON2;PRELP;ADAMTS12;THBS2;FGF2;THBS1;THSD4;PSMD8;ADAMTS4;ADAMTSL1;ACAN;PRDX2;ADAMTSL5;ADAMTSL4;CTSL;ADAMTS1;GPC1;GPC6;FGB;TGFB1;LUM;HGF;FGG;FN1;BGN;APOA1;ADAM10;F2;HSPG2;DCN;CTSL1;VCAN;ADAM17;CSPG4;CALR;CSPG2;AGRN;S100A9;S100A8","","R-HSA-9656211;R-HSA-2023455;R-HSA-9656209;R-HSA-9685655;R-HSA-9656215;R-HSA-9656214;R-HSA-2023451;R-HSA-3656254;R-HSA-2666278;R-HSA-3656230;R-HSA-5602383;R-HSA-9035949;R-HSA-9686710;R-HSA-5602672;R-HSA-9035950;R-HSA-2730752;R-HSA-2400009;R-HSA-9036729;R-HSA-6803234;R-HSA-5655315;R-HSA-6803233;R-HSA-5655326;R-HSA-5655323;R-HSA-4420365;R-HSA-5655320;R-HSA-2033488;R-HSA-2033486;R-HSA-3560804;R-HSA-5655301;R-HSA-3560802;R-HSA-8868573;R-HSA-2033474;R-HSA-2033472;R-HSA-180573;R-HSA-3645780;R-HSA-5602353;R-HSA-3642203;R-HSA-9036283;R-HSA-3656261;R-HSA-9036285;R-HSA-3656258;R-HSA-3656257;R-HSA-6803230;R-HSA-5655343;R-HSA-180603;R-HSA-3656269;R-HSA-6785565;R-HSA-5602606;R-HSA-3656267;R-HSA-6803227;R-HSA-3656523;R-HSA-5655339;R-HSA-3636919;R-HSA-6802919;R-HSA-6802918;R-HSA-6802914;R-HSA-6802912;R-HSA-9662747;R-HSA-9036289;R-HSA-5655262;R-HSA-6802926;R-HSA-5655263;R-HSA-3656382;R-HSA-6802925;R-HSA-5654748;R-HSA-9036290;R-HSA-6802922;R-HSA-6802921;R-HSA-6802935;R-HSA-2220976;R-HSA-3595175;R-HSA-6802934;R-HSA-9653249;R-HSA-6802933;R-HSA-6802932;R-HSA-5655233;R-HSA-6802943;R-HSA-6802942;R-HSA-5655247;R-HSA-5655244;R-HSA-5655245;R-HSA-3595178;R-HSA-5655243;R-HSA-3595176;R-HSA-5655240;R-HSA-5655241;R-HSA-5655285;R-HSA-168865;R-HSA-9662773;R-HSA-5655295;R-HSA-5655290;R-HSA-8866858;R-HSA-5655289;R-HSA-5655270;R-HSA-2220944;R-HSA-5655268;R-HSA-5655269;R-HSA-2012074;R-HSA-5655266;R-HSA-2012073;R-HSA-6802911;R-HSA-5655278;R-HSA-6802910;R-HSA-5655277;R-HSA-169921;R-HSA-8853320;R-HSA-9662786;R-HSA-5387392;R-HSA-9694287;R-HSA-9666383;R-HSA-1839100;R-HSA-9662837;R-HSA-1839098;R-HSA-5682111;R-HSA-1839094;R-HSA-2077424;R-HSA-9662818;R-HSA-2077421;R-HSA-2077420;R-HSA-9662823;R-HSA-3304394"
R-HSA-9006925,"Intracellular signaling by second messengers",3,366,0.025203140063352156,0.9871974602315496,0.9871974602315496,2,114,0.008490987635930284,9606,Homo sapiens,"PSMD8;HGF;FGF2","","R-HSA-2316434;R-HSA-8850992"
R-HSA-8953897,"Cellular responses to external stimuli",10,829,0.05708580085387688,0.9878069816906272,0.9878069816906272,19,320,0.023834351258751676,9606,Homo sapiens,"PSMD8;PRDX2;HSPA5;COL4A6;SERPINH1;APOA1;IGFBP7;APOB;PRDX6","","R-HSA-5251955;R-HSA-5251959;R-HSA-3343700;R-HSA-3797202;R-HSA-8932355;R-HSA-5082369;R-HSA-3341343;R-HSA-3371518;R-HSA-3371554;R-HSA-4793819;R-HSA-3797196;R-HSA-9707586;R-HSA-5251942;R-HSA-3371467;R-HSA-5252041;R-HSA-5082356;R-HSA-1234159;R-HSA-5082384;R-HSA-5252079"
R-HSA-5621481,"C-type lectin receptors (CLRs)",1,203,0.013978790800165267,0.9886281893587551,0.9886281893587551,2,68,0.005064799642484731,9606,Homo sapiens,"PSMD8","","R-HSA-5607731;R-HSA-5607724"
R-HSA-9679506,"SARS-CoV Infections",1,203,0.013978790800165267,0.9886281893587551,0.9886281893587551,3,254,0.018918516311634142,9606,Homo sapiens,"CTSL1;CTSL","","R-HSA-9685655;R-HSA-9686710;R-HSA-9694287"
R-HSA-5689880,"Ub-specific processing proteases",1,206,0.014185373915438644,0.9893612201911014,0.9893612201911014,1,40,0.0029792939073439596,9606,Homo sapiens,"PSMD8","","R-HSA-5689539"
R-HSA-69275,"G2/M Transition",1,212,0.014598540145985401,0.9906889635738759,0.9906889635738759,3,78,0.005809623119320721,9606,Homo sapiens,"PSMD8","","R-HSA-8854071;R-HSA-8852354;R-HSA-8854044"
R-HSA-453274,"Mitotic G2-G2/M phases",1,214,0.01473626222283432,0.9910937537314953,0.9910937537314953,3,80,0.005958587814687919,9606,Homo sapiens,"PSMD8","","R-HSA-8854071;R-HSA-8852354;R-HSA-8854044"
R-HSA-6805567,"Keratinization",1,226,0.015562594683927834,0.9931794711496608,0.9931794711496608,2,34,0.0025323998212423656,9606,Homo sapiens,"AGRN","","R-HSA-8849638;R-HSA-8849646"
R-HSA-195258,"RHO GTPase Effectors",2,326,0.022448698526373777,0.9939243225444084,0.9939243225444084,2,113,0.008416505288246685,9606,Homo sapiens,"S100A9;S100A8","","R-HSA-9626848;R-HSA-5668629"
R-HSA-2454202,"Fc epsilon receptor (FCERI) signaling",1,235,0.01618234402974797,0.9944172688440468,0.9944172688440468,1,63,0.0046923879040667365,9606,Homo sapiens,"PSMD8","","R-HSA-5607724"
R-HSA-195721,"Signaling by WNT",2,332,0.022861864756920536,0.9946005764661223,0.9946005764661223,8,157,0.011693728586325041,9606,Homo sapiens,"PSMD8;SFRP1","","R-HSA-3772441;R-HSA-4608855;R-HSA-1504193;R-HSA-4641260;R-HSA-2130282;R-HSA-3640874;R-HSA-1458875;R-HSA-4641256"
R-HSA-194315,"Signaling by Rho GTPases",7,704,0.048478171050819446,0.9949759006515583,0.9949759006515583,18,201,0.014970951884403396,9606,Homo sapiens,"LMAN1;PLXND1;CPD;ARHGDIA;PLXNA1;S100A9;S100A8","","R-HSA-5668629;R-HSA-9714481;R-HSA-9013004;R-HSA-9012835;R-HSA-9014467;R-HSA-9018754;R-HSA-9714361;R-HSA-9013158;R-HSA-9014456;R-HSA-9693250;R-HSA-9013147;R-HSA-9626848;R-HSA-9714691;R-HSA-9696266;R-HSA-9014293;R-HSA-9696271;R-HSA-9013108;R-HSA-9696268"
R-HSA-1852241,"Organelle biogenesis and maintenance",2,336,0.02313730891061837,0.9950099169475184,0.9950099169475184,5,86,0.006405481900789513,9606,Homo sapiens,"APOO;HCFC1","","R-HSA-1592232;R-HSA-8949609;R-HSA-1592250;R-HSA-1592252;R-HSA-2466367"
R-HSA-8951664,"Neddylation",1,241,0.016595510260294724,0.9951153282876452,0.9951153282876452,2,31,0.0023089527781915684,9606,Homo sapiens,"PSMD8","","R-HSA-8956184;R-HSA-8956140"
R-HSA-68882,"Mitotic Anaphase",1,249,0.017146398567690402,0.9959125823866396,0.9959125823866396,1,32,0.0023834351258751676,9606,Homo sapiens,"PSMD8","","R-HSA-174202"
R-HSA-2555396,"Mitotic Metaphase and Anaphase",1,250,0.01721525960611486,0.9960026454864909,0.9960026454864909,1,33,0.0024579174735587664,9606,Homo sapiens,"PSMD8","","R-HSA-174202"
R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",7,720,0.049579947665610795,0.9960387353681326,0.9960387353681326,18,210,0.01564129301355579,9606,Homo sapiens,"LMAN1;PLXND1;CPD;ARHGDIA;PLXNA1;S100A9;S100A8","","R-HSA-5668629;R-HSA-9714481;R-HSA-9013004;R-HSA-9012835;R-HSA-9014467;R-HSA-9018754;R-HSA-9714361;R-HSA-9013158;R-HSA-9014456;R-HSA-9693250;R-HSA-9013147;R-HSA-9626848;R-HSA-9714691;R-HSA-9696266;R-HSA-9014293;R-HSA-9696271;R-HSA-9013108;R-HSA-9696268"
R-HSA-196849,"Metabolism of water-soluble vitamins and cofactors",1,254,0.0174907037598127,0.9963435427350029,0.9963435427350029,2,145,0.010799940414121852,9606,Homo sapiens,"PRSS1","","R-HSA-5693319;R-HSA-3132753"
R-HSA-3247509,"Chromatin modifying enzymes",1,256,0.017628425836661618,0.9965029620139859,0.9965029620139859,1,85,0.006330999553105914,9606,Homo sapiens,"HCFC1","","R-HSA-3321805"
R-HSA-4839726,"Chromatin organization",1,256,0.017628425836661618,0.9965029620139859,0.9965029620139859,1,85,0.006330999553105914,9606,Homo sapiens,"HCFC1","","R-HSA-3321805"
R-HSA-73857,"RNA Polymerase II Transcription",23,1694,0.1166505990910343,0.9965563817101739,0.9965563817101739,34,885,0.06591687769998511,9606,Homo sapiens,"TGFB1;IGFBP3;SERPINE1;THBS1;CTGF;CTSL1;PSMD8;COL1A1;LGALS3;PRDX2;BMP2;CTSL;CTSK;ITGA5;APOE","","R-HSA-8869575;R-HSA-8938121;R-HSA-6800035;R-HSA-8938382;R-HSA-8951695;R-HSA-9008832;R-HSA-6800044;R-HSA-8938371;R-HSA-6800042;R-HSA-8952408;R-HSA-8869590;R-HSA-8939801;R-HSA-9007707;R-HSA-9008475;R-HSA-8985627;R-HSA-8936989;R-HSA-8951966;R-HSA-1989766;R-HSA-8957265;R-HSA-8939667;R-HSA-9009362;R-HSA-8936979;R-HSA-8938389;R-HSA-8937814;R-HSA-8939670;R-HSA-8878117;R-HSA-8985644;R-HSA-9008110;R-HSA-8936995;R-HSA-3341343;R-HSA-8937016;R-HSA-8938108;R-HSA-8937022;R-HSA-2106586"
R-HSA-162906,"HIV Infection",1,264,0.018179314144057292,0.9970742811491335,0.9970742811491335,2,160,0.011917175629375838,9606,Homo sapiens,"PSMD8","","R-HSA-180603;R-HSA-180573"
R-HSA-69620,"Cell Cycle Checkpoints",1,280,0.019281090758848644,0.9979527702406283,0.9979527702406283,3,56,0.004171011470281543,9606,Homo sapiens,"PSMD8","","R-HSA-69600;R-HSA-8852354;R-HSA-264458"
R-HSA-3700989,"Transcriptional Regulation by TP53",3,487,0.03353532571271175,0.9985848600836328,0.9985848600836328,4,259,0.01929092805005214,9606,Homo sapiens,"PRDX2;IGFBP3","","R-HSA-6800035;R-HSA-6800044;R-HSA-3341343;R-HSA-6800042"
R-HSA-9662851,"Anti-inflammatory response favouring Leishmania parasite infection",1,297,0.020451728412064454,0.9985997100836884,0.9985997100836884,6,40,0.0029792939073439596,9606,Homo sapiens,"ADAM17","","R-HSA-9662786;R-HSA-9662818;R-HSA-9662823;R-HSA-9662837;R-HSA-9662773;R-HSA-9662747"
R-HSA-9664433,"Leishmania parasite growth and survival",1,297,0.020451728412064454,0.9985997100836884,0.9985997100836884,6,40,0.0029792939073439596,9606,Homo sapiens,"ADAM17","","R-HSA-9662786;R-HSA-9662818;R-HSA-9662823;R-HSA-9662837;R-HSA-9662773;R-HSA-9662747"
R-HSA-983168,"Antigen processing: Ubiquitination & Proteasome degradation",1,315,0.021691227103704722,0.9990638369909299,0.9990638369909299,1,9,6.703411291523909E-4,9606,Homo sapiens,"PSMD8","","R-HSA-983150"
R-HSA-418594,"G alpha (i) signalling events",2,421,0.028990497176697425,0.9990921442065774,0.9990921442065774,3,74,0.005511693728586325,9606,Homo sapiens,"CXCL12;ANXA1","","R-HSA-749454;R-HSA-749456;R-HSA-380073"
R-HSA-500792,"GPCR ligand binding",4,602,0.041454345131524586,0.9992343688491274,0.9992343688491274,5,185,0.013779234321465812,9606,Homo sapiens,"CXCL12;ANXA1;PRG4;F2","","R-HSA-389463;R-HSA-374214;R-HSA-6797630;R-HSA-444476;R-HSA-391913"
R-HSA-74160,"Gene expression (Transcription)",23,1855,0.12773722627737227,0.999452827972098,0.999452827972098,34,1000,0.07448234768359899,9606,Homo sapiens,"TGFB1;IGFBP3;SERPINE1;THBS1;CTGF;CTSL1;PSMD8;COL1A1;LGALS3;PRDX2;BMP2;CTSL;CTSK;ITGA5;APOE","","R-HSA-8869575;R-HSA-8938121;R-HSA-6800035;R-HSA-8938382;R-HSA-8951695;R-HSA-9008832;R-HSA-6800044;R-HSA-8938371;R-HSA-6800042;R-HSA-8952408;R-HSA-8869590;R-HSA-8939801;R-HSA-9007707;R-HSA-9008475;R-HSA-8985627;R-HSA-8936989;R-HSA-8951966;R-HSA-1989766;R-HSA-8957265;R-HSA-8939667;R-HSA-9009362;R-HSA-8936979;R-HSA-8938389;R-HSA-8937814;R-HSA-8939670;R-HSA-8878117;R-HSA-8985644;R-HSA-9008110;R-HSA-8936995;R-HSA-3341343;R-HSA-8937016;R-HSA-8938108;R-HSA-8937022;R-HSA-2106586"
R-HSA-9658195,"Leishmania infection",1,406,0.027957581600330534,0.9998786893050056,0.9998786893050056,6,95,0.007075823029941904,9606,Homo sapiens,"ADAM17","","R-HSA-9662786;R-HSA-9662818;R-HSA-9662823;R-HSA-9662837;R-HSA-9662773;R-HSA-9662747"
R-HSA-68886,"M Phase",1,416,0.028646191984575128,0.9999031659327037,0.9999031659327037,1,91,0.006777893639207508,9606,Homo sapiens,"PSMD8","","R-HSA-174202"
R-HSA-382551,"Transport of small molecules",7,958,0.06596887481063214,0.9999140601054569,0.9999140601054569,52,441,0.032846715328467155,9606,Homo sapiens,"PSMD8;BMP1;APOC3;APOA1;APOE;APOB;A2M","","R-HSA-8933258;R-HSA-8866308;R-HSA-8865667;R-HSA-264834;R-HSA-171141;R-HSA-8866304;R-HSA-174731;R-HSA-8858252;R-HSA-8854408;R-HSA-216723;R-HSA-8866327;R-HSA-174739;R-HSA-264848;R-HSA-216727;R-HSA-8866321;R-HSA-174741;R-HSA-8866329;R-HSA-174624;R-HSA-8933292;R-HSA-174757;R-HSA-171059;R-HSA-264758;R-HSA-216757;R-HSA-216756;R-HSA-8854462;R-HSA-266303;R-HSA-266299;R-HSA-349637;R-HSA-174786;R-HSA-266310;R-HSA-349638;R-HSA-174657;R-HSA-174660;R-HSA-8876366;R-HSA-266315;R-HSA-349404;R-HSA-174808;R-HSA-349657;R-HSA-382553;R-HSA-266328;R-HSA-174690;R-HSA-171106;R-HSA-264678;R-HSA-266350;R-HSA-266089;R-HSA-176879;R-HSA-171122;R-HSA-174706;R-HSA-264695;R-HSA-264689;R-HSA-174587;R-HSA-8866553"
R-HSA-372790,"Signaling by GPCR",5,860,0.05922049304503512,0.9999699297920926,0.9999699297920926,13,353,0.026292268732310442,9606,Homo sapiens,"CXCL12;ANXA1;MMP1;PRG4;F2","","R-HSA-749448;R-HSA-374214;R-HSA-749454;R-HSA-749452;R-HSA-2179402;R-HSA-380073;R-HSA-391913;R-HSA-379048;R-HSA-389463;R-HSA-2179413;R-HSA-6797630;R-HSA-444476;R-HSA-749456"
R-HSA-388396,"GPCR downstream signalling",4,781,0.053780471009502825,0.9999731681228742,0.9999731681228742,8,168,0.01251303441084463,9606,Homo sapiens,"CXCL12;ANXA1;MMP1;F2","","R-HSA-749448;R-HSA-2179413;R-HSA-749454;R-HSA-749452;R-HSA-749456;R-HSA-2179402;R-HSA-380073;R-HSA-379048"
R-HSA-69278,"Cell Cycle, Mitotic",1,596,0.041041178900977825,0.999998369252291,0.999998369252291,13,350,0.026068821689259645,9606,Homo sapiens,"PSMD8","","R-HSA-8852354;R-HSA-174058;R-HSA-174255;R-HSA-8854071;R-HSA-75825;R-HSA-187574;R-HSA-68948;R-HSA-174202;R-HSA-69016;R-HSA-174203;R-HSA-8854044;R-HSA-174105;R-HSA-188191"
R-HSA-8953854,"Metabolism of RNA",2,782,0.05384933204792728,0.9999995671084837,0.9999995671084837,3,187,0.013928199016833011,9606,Homo sapiens,"PSMD8;APOBEC3C","","R-HSA-450466;R-HSA-77609;R-HSA-83677"
R-HSA-71291,"Metabolism of amino acids and derivatives",1,661,0.04551714639856769,0.9999996316457452,0.9999996316457452,1,285,0.02122746908982571,9606,Homo sapiens,"PSMD8","","R-HSA-353125"
R-HSA-1640170,"Cell Cycle",1,734,0.05054400220355323,0.9999999312931788,0.9999999312931788,15,449,0.033442574109935945,9606,Homo sapiens,"PSMD8","","R-HSA-69600;R-HSA-8852354;R-HSA-174058;R-HSA-174255;R-HSA-264458;R-HSA-8854071;R-HSA-75825;R-HSA-187574;R-HSA-68948;R-HSA-174202;R-HSA-69016;R-HSA-174203;R-HSA-8854044;R-HSA-174105;R-HSA-188191"
R-HSA-5663205,"Infectious disease",5,1343,0.09248037460404902,0.9999999979676026,0.9999999979676026,13,750,0.05586176076269924,9606,Homo sapiens,"PSMD8;CTSL1;ADAM17;TGFB1;CTSL;CALR","","R-HSA-169921;R-HSA-168865;R-HSA-9685655;R-HSA-9686710;R-HSA-9662837;R-HSA-9662773;R-HSA-9662747;R-HSA-9662786;R-HSA-9662818;R-HSA-9662823;R-HSA-180603;R-HSA-9694287;R-HSA-180573"
R-HSA-556833,"Metabolism of lipids",3,1437,0.09895331221594822,0.9999999999973794,0.9999999999973794,8,947,0.07053478325636824,9606,Homo sapiens,"COL4A3BP;APOA1","","R-HSA-429732;R-HSA-1989754;R-HSA-429698;R-HSA-429730;R-HSA-429714;R-HSA-429699;R-HSA-429683;R-HSA-429694"
